NAME,Age,Minority,Output,Population
Vermont,Age 21 to 24 years,Total persons,Estimate,35555
Vermont,Age 21 to 24 years,Total persons,Margin of Error,558
Vermont,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,32415
Vermont,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,558
Vermont,Age 21 to 24 years,Other,Estimate,3140
Vermont,Age 21 to 24 years,Other,Margin of Error,236
Vermont,Age 25 to 34 years,Total persons,Estimate,71750
Vermont,Age 25 to 34 years,Total persons,Margin of Error,348
Vermont,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,65870
Vermont,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,35
Vermont,Age 25 to 34 years,Other,Estimate,5880
Vermont,Age 25 to 34 years,Other,Margin of Error,360
Vermont,Age 35 to 44 years,Total persons,Estimate,71960
Vermont,Age 35 to 44 years,Total persons,Margin of Error,343
Vermont,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,66740
Vermont,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,20
Vermont,Age 35 to 44 years,Other,Estimate,5220
Vermont,Age 35 to 44 years,Other,Margin of Error,341
Vermont,Age 45 to 59 years,Total persons,Estimate,141825
Vermont,Age 45 to 59 years,Total persons,Margin of Error,739
Vermont,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,135665
Vermont,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,762
Vermont,Age 45 to 59 years,Other,Estimate,6160
Vermont,Age 45 to 59 years,Other,Margin of Error,341
Vermont,Age 60 to 64 years,Total persons,Estimate,45575
Vermont,Age 60 to 64 years,Total persons,Margin of Error,777
Vermont,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,43910
Vermont,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,762
Vermont,Age 60 to 64 years,Other,Estimate,1665
Vermont,Age 60 to 64 years,Other,Margin of Error,211
Vermont,Age 65 to 74 years,Total persons,Estimate,62330
Vermont,Age 65 to 74 years,Total persons,Margin of Error,187
Vermont,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,60425
Vermont,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,24
Vermont,Age 65 to 74 years,Other,Estimate,1900
Vermont,Age 65 to 74 years,Other,Margin of Error,197
Vermont,Age 75 years and over,Total persons,Estimate,43865
Vermont,Age 75 years and over,Total persons,Margin of Error,178
Vermont,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,42850
Vermont,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,20
Vermont,Age 75 years and over,Other,Estimate,1015
Vermont,Age 75 years and over,Other,Margin of Error,178
Virginia,"Total, all ages",Total persons,Estimate,8310300
Virginia,"Total, all ages","White alone, not Hispanic/Latino",Estimate,5245260
Virginia,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1312
Virginia,"Total, all ages",Other,Estimate,3065040
Virginia,"Total, all ages",Other,Margin of Error,1313
Virginia,Age 0 to 16 years,Total persons,Estimate,1657190
Virginia,Age 0 to 16 years,Total persons,Margin of Error,1976
Virginia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,905830
Virginia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1701
Virginia,Age 0 to 16 years,Other,Estimate,751360
Virginia,Age 0 to 16 years,Other,Margin of Error,1724
Virginia,Age 16 and 17 years,Total persons,Estimate,208365
Virginia,Age 16 and 17 years,Total persons,Margin of Error,1833
Virginia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,120250
Virginia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1422
Virginia,Age 16 and 17 years,Other,Estimate,88120
Virginia,Age 16 and 17 years,Other,Margin of Error,1402
Virginia,Age 18 to 20 years,Total persons,Estimate,354420
Virginia,Age 18 to 20 years,Total persons,Margin of Error,2516
Virginia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,204375
Virginia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2028
Virginia,Age 18 to 20 years,Other,Estimate,150045
Virginia,Age 18 to 20 years,Other,Margin of Error,1787
Virginia,Age 21 to 24 years,Total persons,Estimate,469315
Virginia,Age 21 to 24 years,Total persons,Margin of Error,2605
Virginia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,274140
Virginia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2072
Virginia,Age 21 to 24 years,Other,Estimate,195175
Virginia,Age 21 to 24 years,Other,Margin of Error,1839
Virginia,Age 25 to 34 years,Total persons,Estimate,1154535
Virginia,Age 25 to 34 years,Total persons,Margin of Error,1369
Virginia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,679650
Virginia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,647
Virginia,Age 25 to 34 years,Other,Estimate,474890
Virginia,Age 25 to 34 years,Other,Margin of Error,1366
Virginia,Age 35 to 44 years,Total persons,Estimate,1094960
Virginia,Age 35 to 44 years,Total persons,Margin of Error,1551
Virginia,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,652130
Virginia,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,501
Virginia,Age 35 to 44 years,Other,Estimate,442825
Virginia,Age 35 to 44 years,Other,Margin of Error,1541
Virginia,Age 45 to 59 years,Total persons,Estimate,1740005
Virginia,Age 45 to 59 years,Total persons,Margin of Error,3604
Virginia,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,1171440
Virginia,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2667
Virginia,Age 45 to 59 years,Other,Estimate,568565
Virginia,Age 45 to 59 years,Other,Margin of Error,2410
Virginia,Age 60 to 64 years,Total persons,Estimate,486695
Virginia,Age 60 to 64 years,Total persons,Margin of Error,3383
Virginia,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,351525
Virginia,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2702
Virginia,Age 60 to 64 years,Other,Estimate,135165
Virginia,Age 60 to 64 years,Other,Margin of Error,1987
Virginia,Age 65 to 74 years,Total persons,Estimate,677365
Virginia,Age 65 to 74 years,Total persons,Margin of Error,901
Virginia,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,517005
Virginia,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,178
Virginia,Age 65 to 74 years,Other,Estimate,160360
Virginia,Age 65 to 74 years,Other,Margin of Error,904
Virginia,Age 75 years and over,Total persons,Estimate,467455
Virginia,Age 75 years and over,Total persons,Margin of Error,729
Virginia,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,368915
Virginia,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,141
Virginia,Age 75 years and over,Other,Estimate,98540
Virginia,Age 75 years and over,Other,Margin of Error,762
Washington,"Total, all ages",Total persons,Estimate,7073145
Washington,"Total, all ages","White alone, not Hispanic/Latino",Estimate,4978375
Washington,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1074
Washington,"Total, all ages",Other,Estimate,2094770
Washington,"Total, all ages",Other,Margin of Error,1073
Washington,Age 0 to 16 years,Total persons,Estimate,1425450
Washington,Age 0 to 16 years,Total persons,Margin of Error,1567
Washington,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,822240
Washington,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1201
Washington,Age 0 to 16 years,Other,Estimate,603210
Washington,Age 0 to 16 years,Other,Margin of Error,1104
Washington,Age 16 and 17 years,Total persons,Estimate,179145
Washington,Age 16 and 17 years,Total persons,Margin of Error,1486
Washington,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,110690
Washington,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1144
Washington,Age 16 and 17 years,Other,Estimate,68455
Washington,Age 16 and 17 years,Other,Margin of Error,1002
Washington,Age 18 to 20 years,Total persons,Estimate,273870
Washington,Age 18 to 20 years,Total persons,Margin of Error,2516
Washington,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,168510
Washington,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2111
Washington,Age 18 to 20 years,Other,Estimate,105360
Washington,Age 18 to 20 years,Other,Margin of Error,1736
Washington,Age 21 to 24 years,Total persons,Estimate,390460
Washington,Age 21 to 24 years,Total persons,Margin of Error,2503
Washington,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,248220
Washington,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2094
Washington,Age 21 to 24 years,Other,Estimate,142240
Washington,Age 21 to 24 years,Other,Margin of Error,1684
Washington,Age 25 to 34 years,Total persons,Estimate,1020045
Washington,Age 25 to 34 years,Total persons,Margin of Error,906
Washington,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,670620
Washington,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,384
Washington,Age 25 to 34 years,Other,Estimate,349425
Washington,Age 25 to 34 years,Other,Margin of Error,953
Washington,Age 35 to 44 years,Total persons,Estimate,923125
Washington,Age 35 to 44 years,Total persons,Margin of Error,701
Washington,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,625345
Washington,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,291
Washington,Age 35 to 44 years,Other,Estimate,297785
Washington,Age 35 to 44 years,Other,Margin of Error,758
Washington,Age 45 to 59 years,Total persons,Estimate,1433160
Washington,Age 45 to 59 years,Total persons,Margin of Error,3521
Washington,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,1110340
Washington,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2863
Washington,Age 45 to 59 years,Other,Estimate,322820
Washington,Age 45 to 59 years,Other,Margin of Error,1787
Washington,Age 60 to 64 years,Total persons,Estimate,435050
Washington,Age 60 to 64 years,Total persons,Margin of Error,3317
Washington,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,362665
Washington,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2875
Washington,Age 60 to 64 years,Other,Estimate,72385
Washington,Age 60 to 64 years,Other,Margin of Error,1496
Washington,Age 65 to 74 years,Total persons,Estimate,590230
Washington,Age 65 to 74 years,Total persons,Margin of Error,531
Washington,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,505730
Washington,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,123
Washington,Age 65 to 74 years,Other,Estimate,84495
Washington,Age 65 to 74 years,Other,Margin of Error,545
Washington,Age 75 years and over,Total persons,Estimate,402615
Washington,Age 75 years and over,Total persons,Margin of Error,537
Washington,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,354015
Washington,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,89
Washington,Age 75 years and over,Other,Estimate,48595
Washington,Age 75 years and over,Other,Margin of Error,560
West Virginia,"Total, all ages",Total persons,Estimate,1846090
West Virginia,"Total, all ages","White alone, not Hispanic/Latino",Estimate,1706155
West Virginia,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,663
West Virginia,"Total, all ages",Other,Estimate,139935
West Virginia,"Total, all ages",Other,Margin of Error,663
West Virginia,Age 0 to 16 years,Total persons,Estimate,336880
West Virginia,Age 0 to 16 years,Total persons,Margin of Error,803
West Virginia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,301115
West Virginia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,789
West Virginia,Age 0 to 16 years,Other,Estimate,35765
West Virginia,Age 0 to 16 years,Other,Margin of Error,604
West Virginia,Age 16 and 17 years,Total persons,Estimate,42970
West Virginia,Age 16 and 17 years,Total persons,Margin of Error,782
West Virginia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,38675
West Virginia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,746
West Virginia,Age 16 and 17 years,Other,Estimate,4295
West Virginia,Age 16 and 17 years,Other,Margin of Error,312
West Virginia,Age 18 to 20 years,Total persons,Estimate,73095
West Virginia,Age 18 to 20 years,Total persons,Margin of Error,1360
West Virginia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,64660
West Virginia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1245
West Virginia,Age 18 to 20 years,Other,Estimate,8435
West Virginia,Age 18 to 20 years,Other,Margin of Error,551
West Virginia,Age 21 to 24 years,Total persons,Estimate,96030
West Virginia,Age 21 to 24 years,Total persons,Margin of Error,1460
West Virginia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,85465
West Virginia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1265
West Virginia,Age 21 to 24 years,Other,Estimate,10565
West Virginia,Age 21 to 24 years,Other,Margin of Error,651
West Virginia,Age 25 to 34 years,Total persons,Estimate,218635
West Virginia,Age 25 to 34 years,Total persons,Margin of Error,717
West Virginia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,198780
West Virginia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,230
West Virginia,Age 25 to 34 years,Other,Estimate,19855
West Virginia,Age 25 to 34 years,Other,Margin of Error,704
West Virginia,Age 35 to 44 years,Total persons,Estimate,228150
West Virginia,Age 35 to 44 years,Total persons,Margin of Error,668
West Virginia,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,211275
West Virginia,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,335
West Virginia,Age 35 to 44 years,Other,Estimate,16875
West Virginia,Age 35 to 44 years,Other,Margin of Error,665
West Virginia,Age 45 to 59 years,Total persons,Estimate,389895
West Virginia,Age 45 to 59 years,Total persons,Margin of Error,1737
West Virginia,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,366830
West Virginia,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1560
West Virginia,Age 45 to 59 years,Other,Estimate,23065
West Virginia,Age 45 to 59 years,Other,Margin of Error,809
West Virginia,Age 60 to 64 years,Total persons,Estimate,132320
West Virginia,Age 60 to 64 years,Total persons,Margin of Error,1612
West Virginia,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,125035
West Virginia,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1540
West Virginia,Age 60 to 64 years,Other,Estimate,7285
West Virginia,Age 60 to 64 years,Other,Margin of Error,478
West Virginia,Age 65 to 74 years,Total persons,Estimate,190105
West Virginia,Age 65 to 74 years,Total persons,Margin of Error,442
West Virginia,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,181745
West Virginia,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,79
West Virginia,Age 65 to 74 years,Other,Estimate,8360
West Virginia,Age 65 to 74 years,Other,Margin of Error,430
West Virginia,Age 75 years and over,Total persons,Estimate,138020
West Virginia,Age 75 years and over,Total persons,Margin of Error,410
West Virginia,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,132580
West Virginia,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,136
West Virginia,Age 75 years and over,Other,Estimate,5440
West Virginia,Age 75 years and over,Other,Margin of Error,445
Wisconsin,"Total, all ages",Total persons,Estimate,5754800
Wisconsin,"Total, all ages","White alone, not Hispanic/Latino",Estimate,4727555
Wisconsin,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,559
Wisconsin,"Total, all ages",Other,Estimate,1027245
Wisconsin,"Total, all ages",Other,Margin of Error,559
Wisconsin,Age 0 to 16 years,Total persons,Estimate,1151075
Wisconsin,Age 0 to 16 years,Total persons,Margin of Error,1268
Wisconsin,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,819110
Wisconsin,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1116
Wisconsin,Age 0 to 16 years,Other,Estimate,331965
Wisconsin,Age 0 to 16 years,Other,Margin of Error,850
Wisconsin,Age 16 and 17 years,Total persons,Estimate,150425
Wisconsin,Age 16 and 17 years,Total persons,Margin of Error,1265
Wisconsin,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,114345
Wisconsin,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,964
Wisconsin,Age 16 and 17 years,Other,Estimate,36080
Wisconsin,Age 16 and 17 years,Other,Margin of Error,688
Wisconsin,Age 18 to 20 years,Total persons,Estimate,243300
Wisconsin,Age 18 to 20 years,Total persons,Margin of Error,2212
Wisconsin,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,185360
